date_time,price,file_name
1612396800000,0.0025526103769519955,01coin
1612483200000,0.003833088703758,01coin
1612569600000,0.0032722862642134043,01coin
1612656000000,0.0033728354531709654,01coin
1612742400000,0.0034254791681807514,01coin
1612828800000,0.00382955746423703,01coin
1612915200000,0.003354180597018757,01coin
1613001600000,0.003242335547840036,01coin
1613088000000,0.0037189799759833864,01coin
1613174400000,0.003168175576762986,01coin
1613260800000,0.0031465601310408688,01coin
1613347200000,0.003407248632703307,01coin
1613433600000,0.003357393256716198,01coin
1613520000000,0.004082247524284105,01coin
1613606400000,0.003857573252525796,01coin
1613692800000,0.003667710302413801,01coin
1613779200000,0.0035784300249571146,01coin
1613865600000,0.004020396891270706,01coin
1613952000000,0.004210980773378697,01coin
1614038400000,0.003850975419601618,01coin
1614124800000,0.0031068518075194687,01coin
1614211200000,0.003819646622003702,01coin
1614297600000,0.003210250379736153,01coin
1614384000000,0.0032944667197369877,01coin
1614470400000,0.003213617808738818,01coin
1614556800000,0.0030691706676343063,01coin
1614643200000,0.0033899057547999035,01coin
1614729600000,0.003253608120713524,01coin
1614816000000,0.0034495722572656052,01coin
1614902400000,0.0032507659860304015,01coin
1614988800000,0.0029861898541498314,01coin
1615075200000,0.003142180446012052,01coin
1615161600000,0.0032221976299861934,01coin
1615248000000,0.003340482336965098,01coin
1615334400000,0.0034982344372656493,01coin
1615420800000,0.003653189954865741,01coin
1615507200000,0.003935912863293885,01coin
1615593600000,0.00431297701100934,01coin
1615680000000,0.004784696114746926,01coin
1615766400000,0.004176507316427927,01coin
1615852800000,0.004238461236703929,01coin
1615939200000,0.004351885249051001,01coin
1616025600000,0.004216166814318344,01coin
1616112000000,0.0042910991046353295,01coin
1616198400000,0.004266957409385533,01coin
1616284800000,0.004272449501653765,01coin
1616371200000,0.004384878698688054,01coin
1616457600000,0.004199776718144148,01coin
1616544000000,0.0040880204104600144,01coin
1616630400000,0.0038360275568794094,01coin
1616716800000,0.003810690803435601,01coin
1616803200000,0.004108625221394619,01coin
1616889600000,0.004206973808554458,01coin
1616976000000,0.003899518111678462,01coin
1617062400000,0.003919097939529393,01coin
1617148800000,0.003929789371781465,01coin
1617235200000,0.003995790706629458,01coin
1617321600000,0.0038253894741448946,01coin
1617408000000,0.0039000701362345734,01coin
1617494400000,0.003782330468705758,01coin
1617580800000,0.003782470546569442,01coin
1617667200000,0.0038719078458019675,01coin
1617753600000,0.0038319491580773436,01coin
1617840000000,0.0038354299300066637,01coin
1617926400000,0.003935210842783422,01coin
1618012800000,0.0038889810820943544,01coin
1618099200000,0.003816289142916372,01coin
1618185600000,0.0036639686641850365,01coin
1618272000000,0.0033580597653893136,01coin
1618358400000,0.00380788533742977,01coin
1618444800000,0.0037135461919501904,01coin
1618531200000,0.003979983626504482,01coin
1618617600000,0.0036392767681368136,01coin
1618704000000,0.00379550259833522,01coin
1618790400000,0.003441924541491043,01coin
1618876800000,0.003469943423809791,01coin
1618963200000,0.004067707849355986,01coin
1619049600000,0.003289768088708028,01coin
1619136000000,0.0035753117446363867,01coin
1619222400000,0.003001301429975832,01coin
1619308800000,0.003038948267785446,01coin
1619395200000,0.00293625429137331,01coin
1619481600000,0.003177593426737586,01coin
1619568000000,0.003252075011439248,01coin
1619654400000,0.002734446584045295,01coin
1619740800000,0.0030044925883780152,01coin
1619827200000,0.003057556274459992,01coin
1619913600000,0.00836515383153096,01coin
1620000000000,0.005259112146309376,01coin
1620086400000,0.004864927023557557,01coin
1620172800000,0.005582825403983984,01coin
1620259200000,0.0044693922184377,01coin
1620345600000,0.0039014360258548247,01coin
1620432000000,0.0030922067643770483,01coin
1620518400000,0.002818136001749201,01coin
1620604800000,0.0036151115758166117,01coin
1620691200000,0.0028495271252085793,01coin
1620777600000,0.0029336179040278455,01coin
1620864000000,0.002105611462434616,01coin
1620950400000,0.0023621914387154746,01coin
1621036800000,0.002198451834966952,01coin
1621123200000,0.002119689373892525,01coin
1621209600000,0.002202149619295579,01coin
1621296000000,0.0018336936099392282,01coin
1621382400000,0.0020971940860385007,01coin
1621468800000,0.0019258157113021303,01coin
1621555200000,0.001966461479465982,01coin
1621641600000,0.001966503788600743,01coin
1621728000000,0.002553923732923496,01coin
1621814400000,0.0020129344891800806,01coin
1621900800000,0.0025835926214769524,01coin
1621987200000,0.002138395690252975,01coin
1622073600000,0.0022677379469676034,01coin
1622160000000,0.002305221199532931,01coin
1622246400000,0.0020338875054809035,01coin
1622332800000,0.001942539547689232,01coin
1622419200000,0.0019940851701540233,01coin
1622505600000,0.0016797823162342262,01coin
1622592000000,0.0015409770661753953,01coin
1622678400000,0.0015816278235300744,01coin
1622764800000,0.0016492742915686428,01coin
1622851200000,0.0016198610477666919,01coin
1622937600000,0.0015546046222652573,01coin
1623024000000,0.0016457309658302554,01coin
1623110400000,0.0015901084142898782,01coin
1623196800000,0.0014762190674748388,01coin
1623283200000,0.0017628434668555861,01coin
1623369600000,0.0016959434339962624,01coin
1623456000000,0.0017074284521822085,01coin
1623542400000,0.0017216312910924717,01coin
1623628800000,0.0017954340152068174,01coin
1623715200000,0.0019478218360142376,01coin
1623801600000,0.0018970642774833299,01coin
1623888000000,0.0018385885371092446,01coin
1623974400000,0.0018323435683160504,01coin
1624060800000,0.0017202593248672854,01coin
1624147200000,0.001929096108105997,01coin
1624233600000,0.0020000491476394773,01coin
1624320000000,0.001784704615543492,01coin
1624406400000,0.001688445654072184,01coin
1624492800000,0.0018501087836482633,01coin
1624579200000,0.0019424079556692342,01coin
1624665600000,0.0015592441806339028,01coin
1624752000000,0.00159854177491078,01coin
1624838400000,0.0016514087814607802,01coin
1624924800000,0.0016549849143756873,01coin
1625011200000,0.0017295857511117733,01coin
1625097600000,0.0016850240845167229,01coin
1625184000000,0.0016109378411140187,01coin
1625270400000,0.0016490670097181433,01coin
1625356800000,0.0015982321195867231,01coin
1625443200000,0.001726138563028413,01coin
1625529600000,0.00170769622571584,01coin
1625616000000,0.001605439864722611,01coin
1625702400000,0.001597477585151617,01coin
1625788800000,0.0015454453663936547,01coin
1625875200000,0.0015601572008376197,01coin
1625961600000,0.0016184708499156,01coin
1626048000000,0.0016822738859786262,01coin
1626134400000,0.0015967937928956025,01coin
1626220800000,0.0015709151993352874,01coin
1626307200000,0.0016077209716804524,01coin
1626393600000,0.0015256795776937872,01coin
1626480000000,0.0015177549592664892,01coin
1626566400000,0.0015478730818687019,01coin
1626652800000,0.00151941566544049,01coin
1626739200000,0.0014872010278890095,01coin
1626825600000,0.001422683581476877,01coin
1626912000000,0.0015419760812833798,01coin
1626998400000,0.0015520998580240953,01coin
1627084800000,0.0016380507312130923,01coin
1627171200000,0.0016249337521494459,01coin
1627257600000,0.001390014260801944,01coin
1627344000000,0.0017656164539532934,01coin
1627430400000,0.0018331502362295598,01coin
1627516800000,0.0018808133616920193,01coin
1627603200000,0.0018803610792901538,01coin
1627689600000,0.0019650534740719653,01coin
1627776000000,0.001963643441341693,01coin
1627862400000,0.0015974489251523,01coin
1627948800000,0.001578694393109364,01coin
1628035200000,0.001537312311232252,01coin
1628121600000,0.001594688974800908,01coin
1628208000000,0.001638283647422292,01coin
1628294400000,0.001708962166443692,01coin
1628380800000,0.0020795065109033267,01coin
1628467200000,0.002085272530997903,01coin
1628553600000,0.0021118034159034594,01coin
1628640000000,0.0021785686198696774,01coin
1628726400000,0.0021899498386702453,01coin
1628812800000,0.0020005939630086803,01coin
1628899200000,0.0020991422202854353,01coin
1628985600000,0.001877515794657916,01coin
1629072000000,0.0020229711297530383,01coin
1629158400000,0.001986346759830433,01coin
1629244800000,0.001924157470847766,01coin
1629331200000,0.0019364099205266458,01coin
1629417600000,0.0020036517378401414,01coin
